"word","2013-2016","year","proportion"
"walks",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"wall",0.000227299323953298,"2017-2020",0.000983463411560309
"wall's",NA,"2017-2020",2.25048835597325e-06
"wallace",6.75146506791974e-05,"2017-2020",7.87670924590636e-05
"wallace's",NA,"2017-2020",2.25048835597325e-06
"wallach",2.25048835597325e-06,"2017-2020",NA
"wallander",NA,"2017-2020",4.50097671194649e-06
"walled",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"wallen",2.25048835597325e-06,"2017-2020",NA
"waller",NA,"2017-2020",2.25048835597325e-06
"wallet",6.75146506791974e-06,"2017-2020",NA
"wallets",NA,"2017-2020",2.25048835597325e-06
"walls",1.35029301358395e-05,"2017-2020",5.62622088993312e-05
"wallsburg",6.75146506791974e-06,"2017-2020",NA
"wallstreetjour",NA,"2017-2020",6.75146506791974e-06
"wallys",2.25048835597325e-06,"2017-2020",NA
"walmart",6.75146506791974e-06,"2017-2020",6.75146506791974e-06
"walmartinc",NA,"2017-2020",2.25048835597325e-06
"walorski",NA,"2017-2020",4.50097671194649e-06
"wals",NA,"2017-2020",2.25048835597325e-06
"walsh",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"walshfreedom",4.50097671194649e-06,"2017-2020",NA
"walt",6.75146506791974e-06,"2017-2020",NA
"waltdisney",2.25048835597325e-06,"2017-2020",NA
"walter",6.75146506791974e-06,"2017-2020",3.37573253395987e-05
"walterdisneyusa",2.25048835597325e-06,"2017-2020",NA
"walterekurtzjr",2.25048835597325e-06,"2017-2020",NA
"walterhorsting",2.25048835597325e-06,"2017-2020",NA
"walterkkrunkite",NA,"2017-2020",2.25048835597325e-06
"walterozaraga",2.25048835597325e-06,"2017-2020",NA
"walters",1.57534184918127e-05,"2017-2020",NA
"walterwhfla",2.25048835597325e-06,"2017-2020",NA
"waltseher",2.25048835597325e-06,"2017-2020",NA
"waltsprincesss",2.25048835597325e-06,"2017-2020",NA
"waltthew",2.25048835597325e-06,"2017-2020",NA
"waltz",NA,"2017-2020",4.50097671194649e-06
"walz",NA,"2017-2020",4.50097671194649e-06
"wamclvd",2.25048835597325e-06,"2017-2020",NA
"waming",NA,"2017-2020",2.25048835597325e-06
"wan",NA,"2017-2020",2.25048835597325e-06
"wand",NA,"2017-2020",1.35029301358395e-05
"wanda",NA,"2017-2020",2.25048835597325e-06
"wandacarruthers",9.00195342389298e-06,"2017-2020",NA
"wandavazquezg",NA,"2017-2020",2.25048835597325e-06
"wandawalls",2.25048835597325e-06,"2017-2020",NA
"wandered",2.25048835597325e-06,"2017-2020",NA
"wanfsbn",2.25048835597325e-06,"2017-2020",NA
"wanna",4.50097671194649e-05,"2017-2020",2.25048835597325e-06
"wannabe",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"wanq",NA,"2017-2020",2.25048835597325e-06
"wantddublovin",2.25048835597325e-06,"2017-2020",NA
"wantin",NA,"2017-2020",2.25048835597325e-06
"wantonsoop",2.25048835597325e-06,"2017-2020",NA
"wantthetrumpfeeling",2.25048835597325e-06,"2017-2020",NA
"waocoayez",NA,"2017-2020",2.25048835597325e-06
"wap",NA,"2017-2020",2.25048835597325e-06
"wapo",6.75146506791974e-06,"2017-2020",2.02543952037592e-05
"wappsfqrwk",NA,"2017-2020",2.25048835597325e-06
"war",0.000195792486969672,"2017-2020",0.00034657520681988
"waradfgrrf",2.25048835597325e-06,"2017-2020",NA
"ward",1.35029301358395e-05,"2017-2020",6.75146506791974e-06
"wardrobe",4.50097671194649e-06,"2017-2020",NA
"ware",NA,"2017-2020",2.25048835597325e-06
"warehouses",2.25048835597325e-06,"2017-2020",NA
"warfare",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"warfighter",NA,"2017-2020",2.25048835597325e-06
"warfighters",NA,"2017-2020",9.00195342389298e-06
"warfighting",NA,"2017-2020",2.25048835597325e-06
"wargs",NA,"2017-2020",2.25048835597325e-06
"warheads",2.25048835597325e-06,"2017-2020",NA
"warhol",6.75146506791974e-06,"2017-2020",NA
"warm",1.8003906847786e-05,"2017-2020",2.47553719157057e-05
"warmbier",NA,"2017-2020",1.35029301358395e-05
"warmed",2.25048835597325e-06,"2017-2020",NA
"warmer",NA,"2017-2020",6.75146506791974e-06
"warmest",1.35029301358395e-05,"2017-2020",2.92563486276522e-05
"warming",0.000220547858885378,"2017-2020",9.00195342389298e-06
"warmly",NA,"2017-2020",6.75146506791974e-06
"warmonger",NA,"2017-2020",4.50097671194649e-06
"warmongers",NA,"2017-2020",4.50097671194649e-06
"warmth",NA,"2017-2020",1.12524417798662e-05
"warn",6.75146506791974e-06,"2017-2020",9.00195342389298e-06
"warned",1.8003906847786e-05,"2017-2020",1.35029301358395e-05
"warner",9.00195342389298e-06,"2017-2020",1.57534184918127e-05
"warner's",NA,"2017-2020",2.25048835597325e-06
"warnerthuston",2.25048835597325e-06,"2017-2020",NA
"warni",NA,"2017-2020",2.25048835597325e-06
"warning",1.12524417798662e-05,"2017-2020",3.15068369836254e-05
"warnings",2.25048835597325e-06,"2017-2020",1.8003906847786e-05
"warns",9.00195342389298e-06,"2017-2020",9.00195342389298e-06
"warp",NA,"2017-2020",9.00195342389298e-06
"warped",2.25048835597325e-06,"2017-2020",NA
"warra",NA,"2017-2020",2.25048835597325e-06
"warrant",NA,"2017-2020",3.15068369836254e-05
"warranted",2.25048835597325e-06,"2017-2020",NA
"warrantless",NA,"2017-2020",2.25048835597325e-06
"warrants",NA,"2017-2020",2.47553719157057e-05
"warren",8.77690458829566e-05,"2017-2020",0.000101271976018796
"warrenbuffett",1.8003906847786e-05,"2017-2020",NA
"warrencasse",2.25048835597325e-06,"2017-2020",NA
"warrencasselljr",2.02543952037592e-05,"2017-2020",NA
"warrendavidson",NA,"2017-2020",2.25048835597325e-06
"warrendya",2.25048835597325e-06,"2017-2020",NA
"warrenmarcussen",2.25048835597325e-06,"2017-2020",NA
"warrior",1.8003906847786e-05,"2017-2020",5.40117205433579e-05
"warriors",6.75146506791974e-06,"2017-2020",4.05087904075184e-05
"warro",NA,"2017-2020",2.25048835597325e-06
"warroom",NA,"2017-2020",2.02543952037592e-05
"warroomimpeachment",NA,"2017-2020",1.35029301358395e-05
"warroompandemic",NA,"2017-2020",2.25048835597325e-06
"warroomweekly",NA,"2017-2020",2.25048835597325e-06
"wars",1.8003906847786e-05,"2017-2020",0.000101271976018796
"warsaw",NA,"2017-2020",2.25048835597325e-06
"warships",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wartburgcollege",4.50097671194649e-06,"2017-2020",NA
"wartenberghans",2.25048835597325e-06,"2017-2020",NA
"wartime",2.25048835597325e-06,"2017-2020",NA
"warwick",2.25048835597325e-06,"2017-2020",NA
"wary",2.25048835597325e-06,"2017-2020",NA
"was",2.25048835597325e-06,"2017-2020",NA
"wash",1.12524417798662e-05,"2017-2020",1.35029301358395e-05
"washed",NA,"2017-2020",3.37573253395987e-05
"washi",NA,"2017-2020",2.25048835597325e-06
"washing",NA,"2017-2020",2.25048835597325e-06
"washington",0.000301565439700415,"2017-2020",0.000684148460215867
"washington's",6.75146506791974e-06,"2017-2020",NA
"washingtondc",2.25048835597325e-06,"2017-2020",NA
"washingtondctea",2.25048835597325e-06,"2017-2020",NA
"washingtonpost",6.97651390351706e-05,"2017-2020",8.10175808150369e-05
"washingtonpost's",2.25048835597325e-06,"2017-2020",NA
"washpost",NA,"2017-2020",2.25048835597325e-06
"washpostjobs",4.50097671194649e-06,"2017-2020",NA
"washroom",NA,"2017-2020",2.25048835597325e-06
"washtimes",3.15068369836254e-05,"2017-2020",2.25048835597325e-05
"washtimesoped",NA,"2017-2020",2.25048835597325e-06
"washyourhands",NA,"2017-2020",2.25048835597325e-06
"wasimperviz",4.50097671194649e-06,"2017-2020",NA
"waslyxbg",4.50097671194649e-06,"2017-2020",NA
"wasn",2.25048835597325e-05,"2017-2020",0.000186790533545779
"wasnt",2.25048835597325e-06,"2017-2020",NA
"wasserman",9.00195342389298e-06,"2017-2020",9.00195342389298e-06
"waste",0.000141780766426315,"2017-2020",6.75146506791974e-05
"wasted",5.17612321873847e-05,"2017-2020",4.95107438314114e-05
"wasteful",4.50097671194649e-06,"2017-2020",1.57534184918127e-05
"wastehe",4.50097671194649e-06,"2017-2020",NA
"wasteland",2.25048835597325e-06,"2017-2020",NA
"wastelands",NA,"2017-2020",2.25048835597325e-06
"wastes",6.75146506791974e-06,"2017-2020",NA
"wasting",4.95107438314114e-05,"2017-2020",4.72602554754382e-05
"wasvwli",NA,"2017-2020",2.25048835597325e-06
"watc",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"watch",0.000974461458136416,"2017-2020",0.000832680691710101
"watch's",NA,"2017-2020",2.25048835597325e-06
"watchable",NA,"2017-2020",4.50097671194649e-06
"watchdog",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"watchdogs",NA,"2017-2020",2.25048835597325e-06
"watched",0.000218297370529405,"2017-2020",0.000130528324646448
"watcher",NA,"2017-2020",2.92563486276522e-05
"watchers",NA,"2017-2020",1.35029301358395e-05
"watches",1.12524417798662e-05,"2017-2020",2.02543952037592e-05
"watchin",4.50097671194649e-06,"2017-2020",NA
"watching",0.000522113298585793,"2017-2020",0.00026330713764887
"watchman",2.25048835597325e-06,"2017-2020",NA
"watchmyprocess",2.25048835597325e-06,"2017-2020",NA
"water",8.55185575269834e-05,"2017-2020",0.000119275882866582
"waterboarding",9.00195342389298e-06,"2017-2020",NA
"waterbury",2.25048835597325e-06,"2017-2020",NA
"watered",NA,"2017-2020",4.50097671194649e-06
"waterfall",4.50097671194649e-06,"2017-2020",NA
"waterfront",2.25048835597325e-06,"2017-2020",NA
"watergate",6.75146506791974e-06,"2017-2020",4.50097671194649e-05
"waterloo",4.50097671194649e-06,"2017-2020",NA
"waters",6.75146506791974e-06,"2017-2020",5.62622088993312e-05
"watershed",NA,"2017-2020",2.25048835597325e-06
"watertown",2.25048835597325e-06,"2017-2020",NA
"waterturbinetopower",2.25048835597325e-06,"2017-2020",NA
"waterville",2.25048835597325e-06,"2017-2020",NA
"waterways",NA,"2017-2020",2.25048835597325e-06
"watkins",2.25048835597325e-06,"2017-2020",NA
"watnfpn",2.25048835597325e-06,"2017-2020",NA
"watson",NA,"2017-2020",4.50097671194649e-06
"watt",NA,"2017-2020",2.25048835597325e-06
"watters",NA,"2017-2020",1.35029301358395e-05
"wattersworld",4.50097671194649e-06,"2017-2020",2.02543952037592e-05
"wauaujsp",2.25048835597325e-06,"2017-2020",NA
"waufzwbsa",NA,"2017-2020",4.50097671194649e-06
"waui",2.25048835597325e-06,"2017-2020",NA
"waukesha",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"wauplierw",NA,"2017-2020",2.25048835597325e-06
"wauqc",2.25048835597325e-06,"2017-2020",NA
"wausau",2.25048835597325e-06,"2017-2020",NA
"wave",9.00195342389298e-06,"2017-2020",6.07631856112777e-05
"waver",NA,"2017-2020",2.25048835597325e-06
"wavered",NA,"2017-2020",6.75146506791974e-06
"waverly",2.25048835597325e-06,"2017-2020",NA
"wavers",NA,"2017-2020",2.25048835597325e-06
"waves",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"waving",6.75146506791974e-06,"2017-2020",4.50097671194649e-06
"wavridr",2.25048835597325e-06,"2017-2020",NA
"wavy",NA,"2017-2020",2.25048835597325e-06
"waxking",2.25048835597325e-06,"2017-2020",NA
"waych",2.25048835597325e-06,"2017-2020",NA
"wayne",4.72602554754382e-05,"2017-2020",2.02543952037592e-05
"wayne's",2.25048835597325e-06,"2017-2020",NA
"wayneallynroot",2.25048835597325e-06,"2017-2020",NA
"waynearmstron",2.25048835597325e-06,"2017-2020",NA
"wayneaschneider",2.25048835597325e-06,"2017-2020",NA
"waynebaker",2.25048835597325e-06,"2017-2020",NA
"waynedupreeshow",1.8003906847786e-05,"2017-2020",6.75146506791974e-06
"wayneetnyre",2.25048835597325e-06,"2017-2020",NA
"waynehancock",2.25048835597325e-06,"2017-2020",NA
"waynenewtonmrlv",4.50097671194649e-06,"2017-2020",NA
"wayneroot",2.25048835597325e-06,"2017-2020",NA
"wayo",2.25048835597325e-06,"2017-2020",NA
"waysandmeansgop",NA,"2017-2020",1.12524417798662e-05
"waysmeanscmte",NA,"2017-2020",2.25048835597325e-06
"waytooearly",2.25048835597325e-06,"2017-2020",NA
"wayway",2.25048835597325e-06,"2017-2020",NA
"wazigoqqmq",2.25048835597325e-06,"2017-2020",NA
"wb",NA,"2017-2020",4.50097671194649e-06
"wbcidgz",NA,"2017-2020",4.50097671194649e-06
"wbdsg",2.25048835597325e-06,"2017-2020",NA
"wbfc",6.75146506791974e-06,"2017-2020",NA
"wbff",NA,"2017-2020",2.25048835597325e-06
"wbgqxd",NA,"2017-2020",2.25048835597325e-06
"wbgzu",NA,"2017-2020",2.25048835597325e-06
"wbigo",NA,"2017-2020",2.25048835597325e-06
"wbintv",2.25048835597325e-06,"2017-2020",NA
"wbjha",NA,"2017-2020",2.25048835597325e-06
"wbjholan",2.25048835597325e-06,"2017-2020",NA
"wbjonline",2.25048835597325e-06,"2017-2020",NA
"wbmvxf",2.25048835597325e-06,"2017-2020",NA
"wbnlpgwik",NA,"2017-2020",2.25048835597325e-06
"wbouvedvtt",NA,"2017-2020",2.25048835597325e-06
"wbqiy",NA,"2017-2020",2.25048835597325e-06
"wbqutuovr",NA,"2017-2020",2.25048835597325e-06
"wbrytt",4.50097671194649e-06,"2017-2020",NA
"wbtol",2.25048835597325e-06,"2017-2020",NA
"wbtonyturner",2.25048835597325e-06,"2017-2020",NA
"wbtwnews",2.25048835597325e-06,"2017-2020",NA
"wbur",2.25048835597325e-06,"2017-2020",NA
"wbwgzstbps",NA,"2017-2020",2.25048835597325e-06
"wbxpnrjboi",NA,"2017-2020",2.25048835597325e-06
"wbz",NA,"2017-2020",2.25048835597325e-06
"wc",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wca",NA,"2017-2020",4.50097671194649e-06
"wcbd",2.25048835597325e-06,"2017-2020",NA
"wcbsejjir",NA,"2017-2020",2.25048835597325e-06
"wcfcourier",2.25048835597325e-06,"2017-2020",NA
"wcfxkz",NA,"2017-2020",2.25048835597325e-06
"wcglh",2.25048835597325e-06,"2017-2020",NA
"wcituuxej",2.25048835597325e-06,"2017-2020",NA
"wck",NA,"2017-2020",2.25048835597325e-06
"wcmartzofficial",4.50097671194649e-06,"2017-2020",NA
"wcnc",4.50097671194649e-06,"2017-2020",NA
"wcs",2.25048835597325e-06,"2017-2020",NA
"wctc",NA,"2017-2020",2.25048835597325e-06
"wctvkrxc",NA,"2017-2020",2.25048835597325e-06
"wctwtdllk",2.25048835597325e-06,"2017-2020",NA
"wd",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"wdamnrpypy",NA,"2017-2020",2.25048835597325e-06
"wdct",4.50097671194649e-06,"2017-2020",NA
"wddeoiv",NA,"2017-2020",2.25048835597325e-06
"wdesmoinespatch",2.25048835597325e-06,"2017-2020",NA
"wdhbnhhcbw",2.25048835597325e-06,"2017-2020",NA
"wdkk",2.25048835597325e-06,"2017-2020",NA
"wdl",2.25048835597325e-06,"2017-2020",NA
"wdlkm",NA,"2017-2020",2.25048835597325e-06
"wdlqkfdy",NA,"2017-2020",2.25048835597325e-06
"wdmljcxzll",2.25048835597325e-06,"2017-2020",NA
"wdn",NA,"2017-2020",2.25048835597325e-06
"wdngsofzzu",NA,"2017-2020",2.25048835597325e-06
"wdobrovich",2.25048835597325e-06,"2017-2020",NA
"wdq",NA,"2017-2020",2.25048835597325e-06
"wdqxrq",2.25048835597325e-06,"2017-2020",NA
"wdrdu",NA,"2017-2020",2.25048835597325e-06
"wdunlap",NA,"2017-2020",2.25048835597325e-06
"wdwwbe",2.25048835597325e-06,"2017-2020",NA
"we",4.27592787634917e-05,"2017-2020",0.000445596694482703
"wead",NA,"2017-2020",1.12524417798662e-05
"weak",0.000222798347241351,"2017-2020",0.000292563486276522
"weaken",NA,"2017-2020",6.75146506791974e-06
"weakened",6.75146506791974e-06,"2017-2020",4.50097671194649e-06
"weakening",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"weaker",4.50097671194649e-06,"2017-2020",1.8003906847786e-05
"weakest",6.75146506791974e-06,"2017-2020",2.02543952037592e-05
"weaklings",2.25048835597325e-06,"2017-2020",NA
"weakly",NA,"2017-2020",6.75146506791974e-06
"weakness",5.62622088993312e-05,"2017-2020",3.15068369836254e-05
"weaknesses",2.25048835597325e-06,"2017-2020",NA
"wealth",3.82583020515452e-05,"2017-2020",7.65166041030904e-05
"wealthier",NA,"2017-2020",2.25048835597325e-06
"wealthiest",2.25048835597325e-06,"2017-2020",NA
"wealthy",1.35029301358395e-05,"2017-2020",1.35029301358395e-05
"wealthyjack",2.25048835597325e-06,"2017-2020",NA
"weapo",NA,"2017-2020",2.25048835597325e-06
"weapon",1.8003906847786e-05,"2017-2020",3.37573253395987e-05
"weaponization",NA,"2017-2020",2.25048835597325e-06
"weaponized",NA,"2017-2020",2.02543952037592e-05
"weaponizes",NA,"2017-2020",2.25048835597325e-06
"weaponizing",NA,"2017-2020",4.50097671194649e-06
"weapons",4.72602554754382e-05,"2017-2020",8.10175808150369e-05
"wear",6.97651390351706e-05,"2017-2020",3.60078136955719e-05
"wearebernie",2.25048835597325e-06,"2017-2020",NA
"weareboeingsc",NA,"2017-2020",2.25048835597325e-06
"wearethepeople",2.25048835597325e-06,"2017-2020",NA
"weari",NA,"2017-2020",2.25048835597325e-06
"wearing",3.82583020515452e-05,"2017-2020",1.8003906847786e-05
"wears",9.00195342389298e-06,"2017-2020",NA
"weary",NA,"2017-2020",2.25048835597325e-06
"weasel",NA,"2017-2020",2.25048835597325e-06
"weasels",NA,"2017-2020",4.50097671194649e-06
"weather",5.17612321873847e-05,"2017-2020",3.60078136955719e-05
"weatherchannel",NA,"2017-2020",2.25048835597325e-06
"weathered",NA,"2017-2020",2.25048835597325e-06
"weave",2.25048835597325e-06,"2017-2020",NA
"weaver",NA,"2017-2020",4.50097671194649e-06
"weaverfever",2.25048835597325e-06,"2017-2020",NA
"weaverinc",2.25048835597325e-06,"2017-2020",NA
"web",1.12524417798662e-05,"2017-2020",9.00195342389298e-06
"webb",1.8003906847786e-05,"2017-2020",2.25048835597325e-06
"webber",NA,"2017-2020",2.25048835597325e-06
"webcast",NA,"2017-2020",2.25048835597325e-06
"webdanny",2.25048835597325e-06,"2017-2020",NA
"weber",NA,"2017-2020",6.75146506791974e-06
"webester",2.25048835597325e-06,"2017-2020",NA
"webhead",2.25048835597325e-06,"2017-2020",NA
"website",0.000171037115053967,"2017-2020",1.8003906847786e-05
"websites",1.12524417798662e-05,"2017-2020",NA
"websta",4.50097671194649e-06,"2017-2020",NA
"webster",2.25048835597325e-06,"2017-2020",NA
"wed",NA,"2017-2020",2.25048835597325e-06
"wedauo",2.25048835597325e-06,"2017-2020",NA
"wedded",NA,"2017-2020",6.75146506791974e-06
"wedding",3.37573253395987e-05,"2017-2020",1.12524417798662e-05
"weddingbandwny",2.25048835597325e-06,"2017-2020",NA
"weddings",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wednesday",5.62622088993312e-05,"2017-2020",4.27592787634917e-05
"wednesdaywisd",NA,"2017-2020",2.25048835597325e-06
"weds",2.25048835597325e-06,"2017-2020",NA
"wee",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"weed",2.25048835597325e-06,"2017-2020",NA
"weeded",2.25048835597325e-06,"2017-2020",NA
"weeding",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"weeee",NA,"2017-2020",2.25048835597325e-06
"weehen",2.25048835597325e-06,"2017-2020",NA
"week",0.000382583020515452,"2017-2020",0.000483854996534248
"week's",1.12524417798662e-05,"2017-2020",6.75146506791974e-06
"weekend",0.000155283696562154,"2017-2020",0.000121526371222555
"weekendinparis",2.25048835597325e-06,"2017-2020",NA
"weekly",2.02543952037592e-05,"2017-2020",3.82583020515452e-05
"weeklyaddress",NA,"2017-2020",1.8003906847786e-05
"weeklybriefing",NA,"2017-2020",2.25048835597325e-06
"weeklystandard",1.12524417798662e-05,"2017-2020",NA
"weeks",9.00195342389298e-05,"2017-2020",0.000207044928749539
"wef",NA,"2017-2020",3.37573253395987e-05
"wefi",NA,"2017-2020",2.25048835597325e-06
"wegoted",2.25048835597325e-06,"2017-2020",NA
"wehqux",2.25048835597325e-06,"2017-2020",NA
"weidman",2.25048835597325e-06,"2017-2020",NA
"weighing",NA,"2017-2020",2.25048835597325e-06
"weighs",9.00195342389298e-06,"2017-2020",4.50097671194649e-06
"weight",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"weighted",NA,"2017-2020",2.25048835597325e-06
"weights",2.25048835597325e-06,"2017-2020",NA
"weiland",2.25048835597325e-06,"2017-2020",NA
"weiner",0.000126027347934502,"2017-2020",NA
"weiner's",4.50097671194649e-06,"2017-2020",NA
"weinstein",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"weird",6.75146506791974e-06,"2017-2020",1.12524417798662e-05
"weirdo",NA,"2017-2020",4.50097671194649e-06
"weiss",NA,"2017-2020",2.25048835597325e-06
"weissman",NA,"2017-2020",4.50097671194649e-06
"weissmann",NA,"2017-2020",6.75146506791974e-06
"wej",2.25048835597325e-06,"2017-2020",NA
"wekq",NA,"2017-2020",2.25048835597325e-06
"wel",NA,"2017-2020",2.25048835597325e-06
"welc",NA,"2017-2020",2.25048835597325e-06
"welch",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"welcomed",2.25048835597325e-06,"2017-2020",2.92563486276522e-05
"welcomes",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"welcoming",1.35029301358395e-05,"2017-2020",2.25048835597325e-05
"welfare",1.8003906847786e-05,"2017-2020",1.12524417798662e-05
"welfare's",2.25048835597325e-06,"2017-2020",NA
"weli",NA,"2017-2020",2.25048835597325e-06
"welker",NA,"2017-2020",4.50097671194649e-06
"wellconnected",2.25048835597325e-06,"2017-2020",NA
"welles",6.75146506791974e-06,"2017-2020",NA
"wellness",6.75146506791974e-06,"2017-2020",NA
"welolawants",2.25048835597325e-06,"2017-2020",NA
"welovethedonald",1.57534184918127e-05,"2017-2020",NA
"welp",2.25048835597325e-06,"2017-2020",NA
"welsh",2.25048835597325e-06,"2017-2020",NA
"welshiv",2.25048835597325e-06,"2017-2020",NA
"wemcuhso",2.25048835597325e-06,"2017-2020",NA
"wen",6.75146506791974e-06,"2017-2020",NA
"wendijo",2.25048835597325e-06,"2017-2020",NA
"wendimac",2.25048835597325e-06,"2017-2020",NA
"wendy",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"wendyb",2.25048835597325e-06,"2017-2020",NA
"wendyjfluga",2.25048835597325e-06,"2017-2020",NA
"wendypeters",4.50097671194649e-06,"2017-2020",NA
"wendyshow",2.25048835597325e-06,"2017-2020",NA
"wendywilliams",6.75146506791974e-06,"2017-2020",NA
"weneedapatriot",2.25048835597325e-06,"2017-2020",NA
"weneedchange",2.25048835597325e-06,"2017-2020",NA
"weneedmorerepublicansin",NA,"2017-2020",2.25048835597325e-06
"weneedyou",9.00195342389298e-06,"2017-2020",NA
"wenstrup",NA,"2017-2020",2.25048835597325e-06
"wenti",NA,"2017-2020",2.25048835597325e-06
"wephoc",NA,"2017-2020",2.25048835597325e-06
"weqbw",NA,"2017-2020",2.25048835597325e-06
"wer",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"werealllemmings",2.25048835597325e-06,"2017-2020",NA
"weren",6.75146506791974e-06,"2017-2020",5.17612321873847e-05
"wernv",NA,"2017-2020",2.25048835597325e-06
"wesbart",4.50097671194649e-06,"2017-2020",NA
"wesbury",NA,"2017-2020",4.50097671194649e-06
"wesdunn",2.25048835597325e-06,"2017-2020",NA
"weskusouma",2.25048835597325e-06,"2017-2020",NA
"wesley",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wesleycooler",2.25048835597325e-06,"2017-2020",NA
"wesleyfelixpsi",2.25048835597325e-06,"2017-2020",NA
"wesleyhunttx",NA,"2017-2020",4.50097671194649e-06
"wesleyrickard",2.25048835597325e-06,"2017-2020",NA
"wesleyruedy",2.25048835597325e-06,"2017-2020",NA
"west",0.000171037115053967,"2017-2020",0.000209295417105512
"westbury",NA,"2017-2020",2.25048835597325e-06
"westchester",1.8003906847786e-05,"2017-2020",NA
"westchestergov",4.50097671194649e-06,"2017-2020",NA
"westcoast",2.25048835597325e-06,"2017-2020",NA
"westcot",4.50097671194649e-06,"2017-2020",NA
"westerdam",NA,"2017-2020",2.25048835597325e-06
"westerhout",NA,"2017-2020",4.50097671194649e-06
"western",1.12524417798662e-05,"2017-2020",2.25048835597325e-05
"westerncaucus",NA,"2017-2020",2.25048835597325e-06
"westerntuesday",2.25048835597325e-06,"2017-2020",NA
"westervillepd",NA,"2017-2020",4.50097671194649e-06
"westfield",2.25048835597325e-06,"2017-2020",NA
"westgatevegas",NA,"2017-2020",2.25048835597325e-06
"westjournalism",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"westminster",4.50097671194649e-06,"2017-2020",NA
"westont",2.25048835597325e-06,"2017-2020",NA
"westpoint",2.25048835597325e-06,"2017-2020",NA
"westward",NA,"2017-2020",2.25048835597325e-06
"westwoodlee",2.25048835597325e-06,"2017-2020",NA
"wesupport",NA,"2017-2020",2.25048835597325e-06
"wet",4.50097671194649e-06,"2017-2020",9.00195342389298e-06
"wethepeople",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wethepol",2.25048835597325e-06,"2017-2020",NA
"wether",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"wetzeldrake",2.25048835597325e-06,"2017-2020",NA
"weve",2.25048835597325e-06,"2017-2020",NA
"wewantmitt",6.75146506791974e-06,"2017-2020",NA
"wewanttoplay",NA,"2017-2020",2.25048835597325e-06
"wewanttrump",4.50097671194649e-06,"2017-2020",NA
"wexte",2.25048835597325e-06,"2017-2020",NA
"weyrvokwr",NA,"2017-2020",2.25048835597325e-06
"wez",2.25048835597325e-06,"2017-2020",NA
"wezgrvobs",NA,"2017-2020",2.25048835597325e-06
"wf",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"wfb",4.50097671194649e-06,"2017-2020",NA
"wfbcbcscov",2.25048835597325e-06,"2017-2020",NA
"wfd",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"wfdelong",2.25048835597325e-06,"2017-2020",NA
"wffhlwn",NA,"2017-2020",2.25048835597325e-06
"wffsa",2.25048835597325e-06,"2017-2020",NA
"wfil",2.25048835597325e-06,"2017-2020",NA
"wfinchner",2.25048835597325e-06,"2017-2020",NA
"wfk",NA,"2017-2020",4.50097671194649e-06
"wfktnpd",2.25048835597325e-06,"2017-2020",NA
"wflidv",NA,"2017-2020",2.25048835597325e-06
"wfmg",NA,"2017-2020",2.25048835597325e-06
"wfniqs",NA,"2017-2020",2.25048835597325e-06
"wfqk",NA,"2017-2020",2.25048835597325e-06
"wfqm",2.25048835597325e-06,"2017-2020",NA
"wfrrsk",NA,"2017-2020",2.25048835597325e-06
"wfsd",NA,"2017-2020",2.25048835597325e-06
"wftragni",6.75146506791974e-06,"2017-2020",NA
"wfuj",2.25048835597325e-06,"2017-2020",NA
"wfywgv",NA,"2017-2020",2.25048835597325e-06
"wfzycyh",NA,"2017-2020",2.25048835597325e-06
"wg",9.00195342389298e-06,"2017-2020",4.50097671194649e-06
"wgaqmkfgvr",NA,"2017-2020",2.25048835597325e-06
"wgbvveut",NA,"2017-2020",2.25048835597325e-06
"wgc",3.60078136955719e-05,"2017-2020",NA
"wgcdoral",2.25048835597325e-06,"2017-2020",NA
"wgdp",NA,"2017-2020",2.02543952037592e-05
